INDEX,APPID,NAME,POSITIVE,NEGATIVE,RATING
4072,98200,Frozen Synapse,"1,987",426,79.24%
4073,32760,Tachyon: The Fringe,100,13,79.24%
4074,813650,Runefall,33,2,79.23%
4075,3440,Rocket Mania! Deluxe,33,2,79.23%
4076,510250,Super Destronaut,33,2,79.23%
4077,755410,Vengeful Rites,33,2,79.23%
4078,817230,Acid Spy,33,2,79.23%
4079,796270,Street Racing,33,2,79.23%
4080,60350,Glowfish,77,9,79.23%
4081,427490,Shadowhand,281,48,79.23%
4082,794390,Zed Survival,33,2,79.23%
4083,258010,Ring Runner: Flight of the Sages,591,113,79.23%
4084,543980,Zombie Exodus: Safe Haven,77,9,79.23%
4085,716070,Mindsight,33,2,79.23%
4086,815150,Knight Bewitched,33,2,79.23%
4087,357890,Vortex Attack,59,6,79.22%
4088,544920,Darwin Project,"9,447","2,205",79.22%
4089,611830,Park Bound,59,6,79.22%
4090,409450,The Fall of the Dungeon Guardians,349,62,79.22%
4091,476360,Strike Vector EX,464,86,79.22%
4092,386360,SMITE,"33,895","8,234",79.22%
4093,550010,Happy Room,879,176,79.22%
4094,461360,Thorne - Son of Slaves (Ep.2),71,8,79.21%
4095,606500,HellSign,310,54,79.21%
4096,891220,pla_toon,435,80,79.21%
4097,373750,DinoSystem,159,24,79.21%
4098,677020,Eventide 3: Legacy of Legends,65,7,79.21%
4099,371650,COLINA: Legacy,65,7,79.21%
4100,587580,Nature Treks VR,143,21,79.20%
4101,351250,Avalanche 2: Super Avalanche,164,25,79.19%
4102,872240,Nick Beard: The Fedora of Destiny,148,22,79.18%
4103,923470,MOMO.EXE,240,40,79.17%
4104,209060,Drunken Robot Pornography,523,99,79.17%
4105,428880,The Quest,235,39,79.17%
4106,363980,Forget Me Not: My Organic Garden,230,38,79.17%
4107,630720,Mana Spark,153,23,79.16%
4108,503350,White Noise 2,"1,758",376,79.16%
4109,323460,Raiden IV: OverKill,299,52,79.16%
4110,511090,The Shape Of Heart,179,28,79.16%
4111,343730,Irrational Exuberance: Prologue,289,50,79.15%
4112,13000,Ninja Reflex: Steamworks Edition,46,4,79.14%
4113,503940,Railway Empire,"2,698",595,79.14%
4114,253900,Knights and Merchants,"2,316",506,79.14%
4115,235800,Audiosurf 2,"3,761",846,79.14%
4116,243120,Betrayer,"2,569",565,79.14%
4117,946660,Loria,46,4,79.14%
4118,329690,BasketBelle,110,15,79.14%
4119,542310,Escape the Game: Intro,"1,608",342,79.14%
4120,360870,Ultimate Tic-Tac-Toe,"1,071",220,79.14%
4121,617820,7 days with Death,46,4,79.14%
4122,529900,Polygon Attack,142,21,79.12%
4123,414510,5089: The Action RPG,244,41,79.12%
4124,808910,STAR WARS??? Episode I Racer,224,37,79.12%
4125,332580,Mimpi,168,26,79.11%
4126,951180,Russian Roulette: One Life,813,163,79.11%
4127,400790,The Juicer,178,28,79.10%
4128,504400,Optika,173,27,79.10%
4129,4900,Zen of Sudoku,115,16,79.10%
4130,529950,12 orbits,173,27,79.10%
4131,397680,FIREFIGHT RELOADED,268,46,79.09%
4132,619500,cyubeVR,104,14,79.09%
4133,595440,CPU Invaders,393,72,79.09%
4134,779090,Umfend,52,5,79.08%
4135,932570,??????????????????,52,5,79.08%
4136,270630,Haunt the House: Terrortown,874,177,79.08%
4137,474980,Cat President ~A More Purrfect Union~,70,8,79.08%
4138,709240,Ingnomia,52,5,79.08%
4139,914290,Welcome to Princeland,52,5,79.08%
4140,384480,Six Sides of the World,70,8,79.08%
4141,488960,Star Vikings Forever,52,5,79.08%
4142,395500,Rot Gut,203,33,79.07%
4143,212500,The Lord of the Rings Online???,"6,763","1,573",79.07%
4144,728730,Holyday City: Reloaded,779,156,79.07%
4145,411000,Sorcery! Parts 1 & 2,228,38,79.07%
4146,595730,Ascendant Hearts,64,7,79.06%
4147,836940,???SCP?????????????????? -The will of a single Tale-???DEMOver.???,162,25,79.06%
4148,503180,miniLAW: Ministry of Law,64,7,79.06%
4149,348300,Chip's Challenge 2,58,6,79.06%
4150,758570,TOMORROW DON'T COME,64,7,79.06%
4151,754540,Gauntlet of IRE,58,6,79.06%
4152,414720,Astrox: Hostile Space Excavation,282,49,79.06%
4153,833290,Outrunner 2,64,7,79.06%
4154,770810,"Good Pizza, Great Pizza",58,6,79.06%
4155,575940,The Tenth Line,64,7,79.06%
4156,201010,Geneforge 5,58,6,79.06%
4157,574590,Koloro,17,0,79.05%
4158,798650,Squeakers,17,0,79.05%
4159,862110,Super Jigsaw Puzzle: Cities,17,0,79.05%
4160,854450,Arlo The Rabbit,17,0,79.05%
4161,669910,Miles & Kilo,17,0,79.05%
4162,750360,Google Spotlight Stories: On Ice,17,0,79.05%
4163,389300,TERA,"2,080",454,79.05%
4164,689290,My RC Buggy! VR,17,0,79.05%
4165,540410,Queendoom,17,0,79.05%
4166,970730,Ball Out,17,0,79.05%
4167,329320,QbQbQb,87,11,79.05%
4168,903150,FALL,17,0,79.05%
4169,600650,OK Bob,17,0,79.05%
4170,643570,Avatar Of The Wolf,17,0,79.05%
4171,565190,Spacecats with Lasers VR,17,0,79.05%
4172,939450,Forklift Simulator 2019,17,0,79.05%
4173,667760,Super Lumi Live,17,0,79.05%
4174,378410,Patchman vs. Red Circles,17,0,79.05%
4175,577150,ICEBOX: Speedgunner,17,0,79.05%
4176,468110,Rescuties! VR,17,0,79.05%
4177,661820,I.F.O,17,0,79.05%
4178,828240,HOST,17,0,79.05%
4179,311560,Assassin's Creed Rogue,"4,101",933,79.05%
4180,398250,Moonstrider,17,0,79.05%
4181,775960,The Tower of Beatrice,25,1,79.04%
4182,509160,Gebub's Adventure,25,1,79.04%
4183,428490,Germination,25,1,79.04%
4184,525910,Cockroach VR,25,1,79.04%
4185,319270,Great Permutator,98,13,79.04%
4186,731420,Roguebreaker,25,1,79.04%
4187,568460,Ghostory,25,1,79.04%
4188,597900,Eternum EX,25,1,79.04%
4189,898580,Premium Bowling,25,1,79.04%
4190,850500,Slum Ball VR Tournament,39,3,79.04%
4191,527100,Star Trek: Bridge Crew,"1,160",242,79.04%
4192,596910,Life of a Wizard,39,3,79.04%
4193,603850,Age of Civilizations II,"2,130",466,79.04%
4194,417900,"Upwards, Lonely Robot",25,1,79.04%
4195,325160,Bik - A Space Adventure,39,3,79.04%
4196,842810,M??rchen Forest: Mylne and the Forest Gift,98,13,79.04%
4197,798330,Bacterium,39,3,79.04%
4198,772160,4 for the Money Demo,39,3,79.04%
4199,493060,Ballistic Tanks,141,21,79.04%
4200,356090,Machineers,25,1,79.04%
4201,875300,De Fobos y Deimos,25,1,79.04%
4202,534720,Tornuffalo,39,3,79.04%
4203,561260,The Rabbit and The Owl,25,1,79.04%
4204,619280,Gloom,252,43,79.04%
4205,327450,Ballads of Reemus: When the Bed Bites,25,1,79.04%
4206,631490,Son of Scoregasm,25,1,79.04%
4207,620940,Invisibox,25,1,79.04%
4208,620900,Witchinour,25,1,79.04%
4209,648890,DMT,39,3,79.04%
4210,611230,Heathen - The sons of the law,39,3,79.04%
4211,19800,Brothers in Arms: Earned in Blood,286,50,79.03%
4212,219780,Divinity II: Developer's Cut,"1,953",425,79.03%
4213,9940,Blade Kitten,741,148,79.03%
4214,44350,GRID 2,"10,058","2,384",79.03%
4215,296240,The Promised Land,443,83,79.03%
4216,551450,Furious Angels,182,29,79.03%
4217,412150,Midsummer Night,197,32,79.02%
4218,671720,Robin,310,55,79.02%
4219,403640,Dishonored 2,"20,637","5,013",79.02%
4220,331460,Rooms: The Unsolvable Puzzle,81,10,79.01%
4221,561740,MidBoss,151,23,79.01%
4222,266130,Breach & Clear,"1,606",345,79.01%
4223,595690,One Hour One Life,717,143,79.01%
4224,715650,The Endless Journey,156,24,79.00%
4225,223000,7 Wonders: Ancient Alien Makeover,156,24,79.00%
4226,358270,Death Rally (Classic),114,16,79.00%
4227,588240,Frisky Business,161,25,78.99%
4228,391390,Mayhem Triple,32,2,78.99%
4229,853860,aMAZE Classic,32,2,78.99%
4230,656570,In the Raven Shadow - Ve stinu havrana,32,2,78.99%
4231,688070,Legendary Gary,32,2,78.99%
4232,31840,Nancy Drew: Danger on Deception Island,32,2,78.99%
4233,733650,ShineG In The SeaFight,32,2,78.99%
4234,535980,Phrase Shift,32,2,78.99%
4235,627670,Rocket Wars,32,2,78.99%
4236,445800,Love Language Japanese,32,2,78.99%
4237,339790,rFactor,285,50,78.99%
4238,331440,bit Dungeon II,"1,595",343,78.99%
4239,662620,Speedway Challenge League,32,2,78.99%
4240,6420,Nexus: The Jupiter Incident,455,86,78.98%
4241,284950,Pixel Puzzles: Japan,"1,869",407,78.98%
4242,21980,Call of Juarez: Bound in Blood,"1,093",228,78.98%
4243,39540,SpellForce: Platinum Edition,693,138,78.98%
4244,454890,Project Starship,361,66,78.97%
4245,312750,FINAL FANTASY IV,858,175,78.97%
4246,452420,Koihime Enbu,186,30,78.96%
4247,302130,Brink of Consciousness: Dorian Gray Syndrome,186,30,78.96%
4248,301150,The Treasures of Montezuma 4,313,56,78.95%
4249,262240,Suguri,124,18,78.95%
4250,449170,Gnomes Garden 2,45,4,78.95%
4251,602480,Kartong,45,4,78.95%
4252,945140,dev_me,45,4,78.95%
4253,754840,My Life as a Maiden,45,4,78.95%
4254,460250,???? Circles,45,4,78.95%
4255,569810,LEAVES - The Return,45,4,78.95%
4256,468740,Snow Fortress,45,4,78.95%
4257,705450,Wunderdoktor,45,4,78.95%
4258,230070,The Age of Decadence,"1,655",358,78.95%
4259,978800,Rolling Bird,45,4,78.95%
4260,761700,your diary+,45,4,78.95%
4261,385710,INK,"1,231",260,78.95%
4262,655730,This Strange Realm Of Mine,150,23,78.94%
4263,332480,Phoenix Force,481,92,78.93%
4264,951440,Volcanoids,97,13,78.93%
4265,952040,MUSYNX,713,143,78.93%
4266,514900,Observer,"2,281",506,78.92%
4267,266230,Last Dream,364,67,78.91%
4268,367270,Angels Fall First,"1,525",329,78.91%
4269,939000,Crisis VRigade,63,7,78.91%
4270,447120,Where the Water Tastes Like Wine,259,45,78.91%
4271,643830,Botlike - a robot's rampage,51,5,78.91%
4272,559620,Outlaws + A Handful of Missions,63,7,78.91%
4273,40720,Samorost 2,707,142,78.91%
4274,801040,Poly Universe,63,7,78.91%
4275,447040,Watch_Dogs 2,"19,602","4,793",78.90%
4276,676090,Legend Of Mercy ????????????,190,31,78.90%
4277,370550,Sparkle 2,80,10,78.89%
4278,581910,Iron Armada,80,10,78.89%
4279,393200,Bad Rats Show,507,98,78.89%
4280,657010,Lucky Night: Texas Hold'em VR,139,21,78.89%
4281,383930,Doorways: Holy Mountains of Flesh,321,58,78.89%
4282,236390,War Thunder,"82,120","20,778",78.88%
4283,910880,Mad Tower Tycoon,91,12,78.87%
4284,244430,realMyst: Masterpiece Edition,511,99,78.87%
4285,18050,DeathSpank: Thongs Of Virtue,123,18,78.86%
4286,439250,Space Pilgrim Episode III: Delta Pavonis,214,36,78.85%
4287,249950,Forge Quest,418,79,78.85%
4288,434260,My Name is Mayo,"1,792",393,78.85%
4289,631980,Immortal Planet,107,15,78.85%
4290,293880,Dark Scavenger,164,26,78.84%
4291,348240,Gun Wings,189,31,78.84%
4292,358960,Canabalt,174,28,78.84%
4293,291410,Duelyst,"3,441",787,78.84%
4294,347670,Karate Master 2 Knock Down Blow,390,73,78.84%
4295,533580,Entangle,38,3,78.83%
4296,678310,Pinball Deluxe: Reloaded,38,3,78.83%
4297,759640,Plug Me,38,3,78.83%
4298,658530,Grisaia Phantom Trigger Vol.3,38,3,78.83%
4299,522880,PSYCHO-PASS: Mandatory Happiness,38,3,78.83%
4300,512240,Duckpocalypse,38,3,78.83%
4301,809500,Brazilian Root,38,3,78.83%
4302,372350,Tumbleweed Express,85,11,78.82%
4303,533780,Zombie Defense,"1,215",259,78.82%
4304,40,Deathmatch Classic,"1,245",266,78.82%
4305,476020,Reflection of Mine,133,20,78.82%
4306,333930,Dirty Bomb,"43,362","10,882",78.81%
4307,562210,Ancient Rus,138,21,78.81%
4308,641990,The Escapists 2,"4,835","1,128",78.81%
4309,446380,Sophie's Curse,314,57,78.81%
4310,365210,Hollywood Visionary,68,8,78.80%
4311,377880,Eternal Destiny,143,22,78.80%
4312,620200,A Hand in the Darkness,68,8,78.80%
4313,747340,Unforgiving - A Northern Hymn,356,66,78.80%
4314,394550,Gunman Clive 2,68,8,78.80%
4315,72200,Universe Sandbox,"2,330",523,78.78%
4316,531530,POLYGOD,101,14,78.78%
4317,295790,Never Alone (Kisima Ingitchuna),"5,115","1,199",78.78%
4318,346810,Marble Age,448,86,78.78%
4319,367300,Pixel Star,101,14,78.78%
4320,501590,Bulletstorm: Full Clip Edition,"1,266",272,78.77%
4321,411120,Galaxy Admirals,173,28,78.77%
4322,392110,Endless Space 2,"7,882","1,885",78.77%
4323,552450,Serious Sam VR: The First Encounter,332,61,78.77%
4324,514580,Cooking Witch,173,28,78.77%
4325,504920,39 Days to Mars,79,10,78.76%
4326,306640,Battle Academy 2: Eastern Front,90,12,78.76%
4327,235820,Element4l,502,98,78.76%
4328,412770,Boogeyman,294,53,78.76%
4329,513610,Madrobot X,79,10,78.76%
4330,415830,Gnomes Garden,79,10,78.76%
4331,558790,Queen's Quest 2: Stories of Forgotten Past,62,7,78.76%
4332,866420,TANKS,24,1,78.75%
4333,914980,PAPER FRONT,24,1,78.75%
4334,715460,Disparity,24,1,78.75%
4335,504700,Blockships,24,1,78.75%
4336,716680,Nirvana Pilot Yume,44,4,78.75%
4337,642730,Virtual SlotCars,24,1,78.75%
4338,818140,Stay Safe,24,1,78.75%
4339,438480,Rock 'N' Roll Defense,623,125,78.75%
4340,579980,Lost Eden,24,1,78.75%
4341,948990,Grottesco Absurdus,24,1,78.75%
4342,406860,Blind,24,1,78.75%
4343,829540,Viki Spotter: Shopping,24,1,78.75%
4344,567080,Wizards and Warlords,24,1,78.75%
4345,401290,Nusakana,44,4,78.75%
4346,722990,Dungeons of Hell,24,1,78.75%
4347,622810,Invasion,24,1,78.75%
4348,857470,NEKOKORO,24,1,78.75%
4349,577490,Minos Strategos,24,1,78.75%
4350,598670,Otome Romance Jigsaws - Midnight Cinderella & Destined to Love,24,1,78.75%
4351,504090,3..2..1..Grenades!,24,1,78.75%
4352,297660,Super Rad Raygun,44,4,78.75%
4353,722870,The Mind of Marlo,56,6,78.74%
4354,924940,Guard of Wonderland,31,2,78.74%
4355,102840,Shank 2,"1,693",373,78.74%
4356,394700,Karma. Incarnation 1,265,47,78.74%
4357,387860,the static speaks my name,"3,984",925,78.74%
4358,792350,Joy Climb,31,2,78.74%
4359,820900,Ceress and Orea,56,6,78.74%
4360,931930,The Haunted Graveyard,31,2,78.74%
4361,292840,Pajama Sam's Sock Works,31,2,78.74%
4362,278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,"4,408","1,029",78.74%
4363,677380,Disco Destruction,31,2,78.74%
4364,690560,I Am Overburdened,56,6,78.74%
4365,880610,Lets Beats,31,2,78.74%
4366,430290,Shmups Skill Test,31,2,78.74%
4367,8240,Sam & Max 105: Reality 2.0,50,5,78.73%
4368,624890,Adventure Craft,50,5,78.73%
4369,208640,Midnight Mysteries 4: Haunted Houdini,50,5,78.73%
4370,846800,Diner Bros,111,16,78.72%
4371,474030,The Abbey of Crime Extensum,142,22,78.72%
4372,644390,D&D Lords of Waterdeep,192,32,78.72%
4373,618080,Martial Arts Brutality,414,79,78.72%
4374,588030,Derail Valley,95,13,78.72%
4375,597030,Aircraft Evolution,142,22,78.72%
4376,666820,Skirmish Line,95,13,78.72%
4377,33130,Zombie Shooter,391,74,78.72%
4378,242780,Cognition: An Erica Reed Thriller,491,96,78.71%
4379,286660,Avoid Sensory Overload,152,24,78.71%
4380,582330,Warriors: Rise to Glory!,269,48,78.71%
4381,948630,Hentai MineSweeper,269,48,78.71%
4382,224960,Tomb Raider I,"1,648",363,78.71%
4383,51060,Drawn: The Painted Tower,84,11,78.70%
4384,272620,Serious Sam's Bogus Detour,221,38,78.70%
4385,730300,Super Star Panda,16,0,78.69%
4386,701810,Epic Dumpster Bear,16,0,78.69%
4387,898650,The Shapeshifting Detective,211,36,78.69%
4388,499140,Operator Overload,16,0,78.69%
4389,350550,Area-X,16,0,78.69%
4390,727020,Arcade Moonlander,16,0,78.69%
4391,701420,Ne no Kami - The Two Princess Knights of Kyoto Part 2,16,0,78.69%
4392,607330,Rangi,16,0,78.69%
4393,760060,Mutant Year Zero: Road to Eden,"1,839",409,78.69%
4394,564040,ZANGEKI WARP,16,0,78.69%
4395,626640,Lost Lands: The Wanderer,16,0,78.69%
4396,993970,Thick Light 3,16,0,78.69%
4397,466000,Maze: Subject 360 Collector's Edition,16,0,78.69%
4398,395550,Operation Hardcore,16,0,78.69%
4399,765060,pixelBOT EXTREME!,16,0,78.69%
4400,394950,Mystery Castle,16,0,78.69%
4401,516570,ADAPTR,16,0,78.69%
4402,616890,VR Slugger,16,0,78.69%
4403,524050,Salmon Ninja,16,0,78.69%
4404,942520,Thrusty Ship,16,0,78.69%
4405,924710,Dice Warrior,16,0,78.69%
4406,878150,Core Awaken ~The Yuka~,16,0,78.69%
4407,425040,ComixPlay #1: The Endless Incident,16,0,78.69%
4408,922520,Blood City,16,0,78.69%
4409,623800,Everything Must Fall,16,0,78.69%
4410,761480,Snail Trek - Chapter 3: Lettuce Be,16,0,78.69%
4411,411880,Once',16,0,78.69%
4412,770630,Boo! Greedy Kid,16,0,78.69%
4413,306660,Ultimate General: Gettysburg,"1,889",421,78.69%
4414,769410,Electromaze Defense,16,0,78.69%
4415,769680,????????????2,16,0,78.69%
4416,849680,TimeTekker,16,0,78.69%
4417,769420,JuVentures,16,0,78.69%
4418,788390,Uagi-Saba,16,0,78.69%
4419,630830,The Legacy: Forgotten Gates,16,0,78.69%
4420,913100,RED: The Lucid Nightmare,16,0,78.69%
4421,535650,Dwingle B.O.T,16,0,78.69%
4422,768590,BOX align,16,0,78.69%
4423,490220,Prismata,686,140,78.68%
4424,444590,Shrouded in Sanity,235,41,78.68%
4425,433910,Neon Drive,"1,108",237,78.68%
4426,403430,ARCADE GAME SERIES: GALAGA,254,45,78.67%
4427,366320,Seasons after Fall,"1,362",297,78.65%
4428,555320,Never give up!,67,8,78.65%
4429,416110,Blitz Breaker,89,12,78.65%
4430,575970,Golem Gates,67,8,78.65%
4431,589530,Hakuoki: Kyoto Winds,277,50,78.64%
4432,341730,Dustoff Heli Rescue,291,53,78.64%
4433,643810,Fugl,171,28,78.64%
4434,588180,Totemori,210,36,78.63%
4435,759540,Wanted Killer VR,78,10,78.63%
4436,718650,Driftland: The Magic Revival,342,64,78.63%
4437,262690,Little Racers STREET,719,148,78.63%
4438,47870,Need for Speed: Hot Pursuit,"11,216","2,745",78.62%
4439,31830,Nancy Drew: Curse of Blackmoor Manor,61,7,78.61%
4440,560050,Xmas Shooting - Scramble!!,61,7,78.61%
4441,292410,Street Racing Syndicate,"1,853",415,78.61%
4442,418210,Metal Tales: Fury of the Guitar Gods,61,7,78.61%
4443,539700,SWEATER? OK!,94,13,78.60%
4444,528580,Found,94,13,78.60%
4445,8290,Sam & Max 204: Chariots of the Dogs,37,3,78.60%
4446,349690,ARMED SEVEN,37,3,78.60%
4447,343810,The Uninvited: MacVenture Series,37,3,78.60%
4448,532270,Lethal VR,94,13,78.60%
4449,646530,Hop Step Sing! kiss??kiss??kiss (HQ Edition),37,3,78.60%
4450,613190,Unworthy,214,37,78.59%
4451,284890,Left in the Dark: No One on Board,364,69,78.59%
4452,261880,Corporate Lifestyle Simulator,473,93,78.59%
4453,968790,DYNASTY WARRIORS 7: Xtreme Legends Definitive Edition,125,19,78.58%
4454,22500,Spectromancer,125,19,78.58%
4455,17580,Dystopia,738,153,78.58%
4456,301830,Disney-Pixar Brave,55,6,78.57%
4457,730050,Verdant Skies,99,14,78.57%
4458,620530,Mirt. Tales of the Cold Land,170,28,78.57%
4459,964350,At Home Alone,650,133,78.57%
4460,534000,Fast Action Hero,83,11,78.57%
4461,283270,Jagged Alliance Gold,72,9,78.57%
4462,383120,Empyrion - Galactic Survival,"10,768","2,641",78.57%
4463,496630,Empty Horizons,55,6,78.57%
4464,759000,.projekt,55,6,78.57%
4465,262590,Chucks Challenge 3D,145,23,78.56%
4466,676770,Island Dash,386,74,78.56%
4467,396860,Over The Hills And Far Away,150,24,78.56%
4468,878380,??????????????? ~ Touhou Big Big Battle,715,148,78.56%
4469,777650,Yet Another Research Dog,247,44,78.56%
4470,266110,Tower of Guns,798,167,78.56%
4471,217290,Din's Curse,140,22,78.56%
4472,208600,Lunar Flight,463,91,78.56%
4473,487370,Akin,160,26,78.56%
4474,946090,Hentai Neighbors,135,21,78.56%
4475,399140,Straima,43,4,78.55%
4476,347520,Legends of Atlantis: Exodus,43,4,78.55%
4477,538880,Triennale Game Collection,43,4,78.55%
4478,477310,Space Hole 2016,43,4,78.55%
4479,703620,Clash Force,43,4,78.55%
4480,8230,Sam & Max 104: Abe Lincoln Must Die!,340,64,78.55%
4481,577290,Drunk or Dead,49,5,78.55%
4482,585550,FEMINAZI: The Triggering,914,194,78.55%
4483,794760,ABYSS CRAWLERS plus,43,4,78.55%
4484,443380,Tokyo Babel,49,5,78.55%
4485,8250,Sam & Max 106: Bright Side of the Moon,49,5,78.55%
4486,22370,Fallout 3 - Game of the Year Edition,"17,538","4,380",78.54%
4487,218640,Lucius,"5,717","1,370",78.54%
4488,339160,Tales of the Orient: The Rising Sun,270,49,78.54%
4489,437630,State of Mind,194,33,78.54%
4490,580200,Yonder: The Cloud Catcher Chronicles,"1,620",361,78.54%
4491,601770,Sparc,189,32,78.54%
4492,747200,Keplerth,213,37,78.53%
4493,558100,Art of War: Red Tides,"4,820","1,147",78.53%
4494,281750,Munin,439,86,78.52%
4495,259600,Finding Teddy,704,146,78.52%
4496,581320,Insurgency: Sandstorm,"10,372","2,549",78.52%
4497,336300,Hearthlands,265,48,78.52%
4498,580720,Carrier Deck,279,51,78.52%
4499,886460,Outside the Lines,114,17,78.51%
4500,392470,NOBUNAGA'S AMBITION: Sphere of Influence,380,73,78.51%
4501,547340,LoveKami -Divinity Stage-,203,35,78.51%
4502,296570,Lords of Xulima,756,158,78.51%
4503,667820,Farmington Tales,66,8,78.51%
4504,411760,Swordbreaker The Game,260,47,78.51%
4505,370060,Coffee Shop Tycoon,227,40,78.51%
4506,425600,The Order of the Thorne - The King's Challenge,77,10,78.50%
4507,469730,Super Mega Neo Pug,563,114,78.50%
4508,387240,Steel Rain,77,10,78.50%
4509,32160,Zombie Bowl-O-Rama,241,43,78.50%
4510,312840,Fahrenheit: Indigo Prophecy Remastered,"2,350",539,78.50%
4511,255320,Edna & Harvey: The Breakout,742,155,78.50%
4512,358650,Gryphon Knight Epic,169,28,78.50%
4513,529670,The Bellows,154,25,78.49%
4514,492270,The Cat! Porfirio's Adventure,217,38,78.49%
4515,906200,Tunche: Arena,93,13,78.49%
4516,503860,Patterna,30,2,78.48%
4517,337650,Soft Body,30,2,78.48%
4518,620220,Catmaze,134,21,78.48%
4519,696060,Live,30,2,78.48%
4520,942850,I Walk Among Zombies Vol. 1,30,2,78.48%
