APPID,NAME,CURRENT,24H_PEAK,ALL_TIME_PEAK
496460,Life is Feudal: Forest Village,375,549,"1,962"
628890,NOBUNAGA'S AMBITION: Taishi,374,799,"5,626"
274190,Broforce,374,531,"3,988"
822990,Spinnortality,374,426,426
595520,FINAL FANTASY XII THE ZODIAC AGE,373,416,"8,386"
225840,Sven Co-op,373,483,"6,572"
301120,Eastside Hockey Manager,369,418,964
238010,Deus Ex: Human Revolution - Director's Cut,367,479,"3,392"
205710,EverQuest Free-to-Play,366,370,811
204300,Awesomenauts,365,460,"12,156"
224480,Octodad: Dadliest Catch,365,689,"1,815"
239350,Spelunky,363,418,"2,919"
268650,From The Depths,363,378,"1,700"
40960,Stronghold 2,363,526,564
544730,Catan Universe,362,468,636
22370,Fallout 3 - Game of the Year Edition,359,405,"10,401"
447820,Day of Infamy,359,469,"9,210"
230290,Universe Sandbox ?,358,433,628
429790,AdventureQuest 3D,356,364,"2,098"
871720,Ultimate Custom Night,355,456,"11,320"
209000,Batman?: Arkham Origins,354,487,"25,017"
489630,"Warhammer 40,000: Gladius - Relics of War",354,400,"3,451"
206480,Dungeons & Dragons Online?,353,387,"2,854"
312060,FINAL FANTASY XIV Online Free Trial,353,366,"1,053"
409710,BioShock Remastered,352,448,"5,245"
418240,Shadow Tactics: Blades of the Shogun,351,558,"3,726"
587710,Xenobox VR,348,445,921
212160,Vindictus,347,376,"4,124"
331470,Everlasting Summer,343,754,"1,333"
263280,Spintires,342,655,"7,251"
368070,Sniper Ghost Warrior 3,342,548,"4,086"
400040,ShareX,341,378,456
456610,Pro Evolution Soccer 2017,339,599,"6,266"
404730,Wasteland 2: Director's Cut,339,382,"3,285"
627270,Injustice? 2,339,451,"1,873"
78000,Bejeweled 3,339,377,"1,415"
39120,RIFT,338,437,"15,546"
460920,Steep,337,469,"2,113"
312450,Order of Battle: World War II,337,403,888
304650,Sunless Sea,335,374,"4,049"
4580,"Warhammer 40,000: Dawn of War - Dark Crusade",335,433,"2,259"
611670,The Elder Scrolls V: Skyrim VR,334,387,"3,048"
448280,Job Simulator,332,376,611
223850,3DMark,331,384,"1,329"
496240,Onward,331,378,415
362960,Tyranny,328,406,"15,792"
285310,RollerCoaster Tycoon: Deluxe,327,402,823
17460,Mass Effect,325,418,"4,183"
677120,Heroes of Hammerwatch,324,413,"2,648"
951440,Volcanoids,324,444,757
57690,Tropico 4,323,398,"10,892"
8190,Just Cause 2,323,592,"7,547"
306020,Bloons TD5,323,406,"1,660"
293760,Automation - The Car Company Tycoon Game,323,400,"1,235"
24980,Mass Effect 2,322,405,"13,320"
761890,Albion Online,321,529,"2,829"
321040,DiRT 3 Complete Edition,318,484,"40,832"
214510,LEGO? The Lord of the Rings?,318,562,"5,045"
671510,Desolate,318,430,"1,832"
65800,Dungeon Defenders,316,366,"21,862"
418030,Subsistence,316,404,698
504730,MOBIUS FINAL FANTASY,314,522,"2,282"
747610,ZULA Latino America,314,329,691
268420,Aura Kingdom,313,435,"2,165"
842150,Wild West Saga,313,390,470
43110,Metro 2033,312,540,"14,743"
572410,Steel Division: Normandy 44,312,434,"4,678"
102500,Kingdoms of Amalur: Reckoning?,311,383,"12,800"
203140,Hitman: Absolution,310,492,"26,137"
719890,Beasts of Bermuda,310,416,983
524660,RutonyChat,307,550,642
290340,Armello,306,413,"3,614"
624120,Football Manager Touch 2018,306,392,"1,622"
220700,RPG Maker VX Ace,305,328,"4,196"
897330,Coloring Pixels,303,353,"1,535"
476600,Call of Duty: WWII,302,492,"19,406"
285900,Gang Beasts,302,391,"3,062"
307690,Sleeping Dogs: Definitive Edition,300,602,"4,035"
564710,Soda Dungeon,299,374,"5,690"
355840,Survarium,299,624,"4,382"
333950,Medieval Engineers,299,388,"3,984"
214490,Alien: Isolation,298,373,"8,493"
719640,War Planet Online: Global Conquest,298,372,480
858890,Tropico 6 - Beta,297,371,601
450540,"Hot Dogs, Horseshoes & Hand Grenades",297,344,550
313160,Farming Simulator 15,296,466,"18,711"
212070,Star Conflict,296,606,"4,973"
387290,Ori and the Blind Forest: Definitive Edition,296,398,"3,198"
386940,Ultimate Chicken Horse,295,387,"1,642"
17480,Command and Conquer: Red Alert 3,294,474,"2,984"
767560,War Robots,294,464,"1,011"
42750,Call of Duty: Modern Warfare 3 - Dedicated Server,291,549,"1,116"
252150,Grimm,290,608,"7,143"
248820,Risk of Rain,290,290,"5,462"
113200,The Binding of Isaac,288,440,"12,575"
48720,Mount & Blade: With Fire and Sword,288,574,"9,315"
835860,Dreadnought,288,533,"3,727"
232910,TrackMania? Stadium,288,487,"3,075"
445980,Wizard of Legend,287,369,"6,487"
790820,Valkyria Chronicles 4,287,357,"2,546"
962730,Skater XL,287,326,698
416600,Full Metal Furies,287,430,587
368500,Assassin's Creed Syndicate,286,521,"4,729"
339800,HuniePop,286,296,"3,018"
394690,Tower Unite,285,295,"1,334"
385760,NBA 2K17,284,741,"14,905"
321960,Might & Magic Heroes VII,284,436,"4,993"
544920,Darwin Project,283,431,"12,513"
361230,Super Daryl Deluxe,283,338,338
328080,Rise to Ruins,282,308,992
33340,Dawn of Discovery - Venice,282,293,307
973760,Thronebreaker: The Witcher Tales,281,485,"3,371"
553790,Once in Yaissor,281,287,"1,690"
527430,"Warhammer 40,000: Inquisitor - Martyr",279,411,"9,698"
377840,FINAL FANTASY IX,279,331,"8,229"
815370,Green Hell,279,341,"2,072"
24960,Battlefield: Bad Company 2,277,492,"21,923"
403190,Planetbase,276,349,"6,670"
289650,Assassin's Creed Unity,274,576,"12,180"
213670,South Park?: The Stick of Truth?,273,323,"34,811"
592260,Dungeon Painter Studio,273,313,319
237110,Mortal Kombat Komplete Edition,272,431,"5,235"
822240,Animal Jam - Play Wild!,272,367,"5,009"
24790,Command and Conquer 3: Tiberium Wars,272,378,"1,131"
235540,Warhammer: End Times - Vermintide,269,350,"24,700"
11020,TrackMania Nations Forever,269,401,"1,375"
550470,NosTale,268,427,"2,237"
672680,Call of War,268,374,773
488790,South Park The Fractured But Whole,265,332,"21,609"
246900,Viscera Cleanup Detail,265,321,"1,024"
874240,MU Legend,264,408,"6,531"
274170,Hotline Miami 2: Wrong Number,262,381,"18,950"
413420,Danganronpa 2: Goodbye Despair,262,292,"1,632"
41700,S.T.A.L.K.E.R.: Call of Pripyat,262,460,"1,359"
723330,Winning Post 8 2018,262,484,"1,207"
311290,SpellForce 3,260,374,"8,932"
704850,Thief Simulator,260,356,"2,697"
385770,Time Clickers,259,295,"7,003"
215280,Secret World Legends,258,311,"3,731"
108200,Ticket to Ride,257,295,"1,159"
285800,Braveland,255,"3,354","218,169"
239030,"Papers, Please",255,340,"6,129"
629730,Blade & Sorcery,254,262,829
921060,Modern Combat 5,253,400,"1,097"
250820,SteamVR,253,514,815
217490,Borderlands 2 RU,252,937,"8,332"
249130,LEGO? MARVEL Super Heroes,252,507,"5,953"
240720,Getting Over It with Bennett Foddy,252,322,"5,054"
24720,Spore: Galactic Adventures,252,312,"1,517"
16810,Sid Meier's Civilization IV: Colonization,251,287,729
895950,BIOHAZARD RE:2 Z Version,250,999,"2,344"
292120,FINAL FANTASY XIII,249,286,"8,320"
880940,Pummel Party,249,353,878
868360,Project Hospital,248,337,"2,673"
589290,Holdfast: Nations At War,248,641,"1,928"
33230,Assassin's Creed II,247,615,"3,617"
578310,BRAIN / OUT,247,704,"2,032"
480650,Yu-Gi-Oh! Legacy of the Duelist,246,285,"1,627"
252690,Fantasy Grounds,245,309,365
207140,SpeedRunners,244,302,"17,212"
276810,Mordheim: City of the Damned,244,302,"2,715"
362890,Black Mesa,243,345,"1,697"
705220,Tactical Monsters Rumble Arena,243,444,"1,283"
257510,The Talos Principle,242,352,"4,007"
227320,You Need A Budget 4 (YNAB),242,290,"2,778"
244160,Homeworld Remastered Collection,241,297,"17,790"
554620,Life is Strange: Before the Storm,241,338,"16,209"
515180,Bus Simulator 18,241,556,"3,887"
653530,Return of the Obra Dinn,241,269,"1,222"
32440,LEGO? Star Wars?: The Complete Saga,240,281,"1,601"
683900,RollerCoaster Tycoon Classic,240,271,768
292730,Call of Duty: Infinite Warfare,239,338,"15,417"
593600,PixARK,238,479,"14,144"
234630,Project CARS,237,418,"10,688"
35140,Batman: Arkham Asylum GOTY Edition,237,303,"6,739"
39680,The Guild II: Renaissance,236,310,"1,249"
723780,Modern Combat Versus,236,299,"1,123"
915580,Dungeon Hunter Champions,236,315,374
896160,Evil Bank Manager,236,293,335
677180,Pantropy,235,340,365
287290,Resident Evil Revelations 2 / Biohazard Revelations 2,234,354,"3,686"
265630,Fistful of Frags,234,313,"3,537"
238460,BattleBlock Theater,233,443,"14,781"
673610,Airport CEO,232,325,"2,745"
332570,Amazing Frog?,231,289,629
420290,Blackwake,230,338,"6,159"
914620,Mist Survival,230,294,"3,136"
2700,RollerCoaster Tycoon 3: Platinum!,230,307,"2,800"
274940,Depth,229,376,"10,916"
994280,?????(Gujian3),229,"2,364","5,974"
242680,Nuclear Throne,229,302,"1,213"
285160,LEGO? The Hobbit?,228,423,"5,550"
872860,Football Manager 2019 Demo,228,308,"1,252"
448510,Overcooked,228,279,"1,195"
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,227,414,"1,492"
302670,Call to Arms,226,376,"1,759"
578620,GORN,225,236,479
728730,Holyday City: Reloaded,224,328,"1,813"
515220,F1 2017,223,404,"8,111"
110800,L.A. Noire,223,270,"5,115"
44350,GRID 2,222,380,"9,369"
567640,Danganronpa V3: Killing Harmony,222,228,"4,691"
803600,Disgaea 5 Complete,222,294,"2,191"
15620,"Warhammer 40,000: Dawn of War II",221,310,"18,862"
760060,Mutant Year Zero: Road to Eden,221,349,"4,067"
731490,Crash Bandicoot? N. Sane Trilogy,221,338,"3,755"
341800,Keep Talking and Nobody Explodes,221,281,"1,767"
496300,Kingdom: New Lands,219,288,"3,518"
432350,Epic Battle Fantasy 5,219,302,"2,648"
345440,Vapour,219,534,"1,015"
666860,Bit Heroes,218,293,977
557400,Midas Gold Plus,217,251,"2,398"
12110,Grand Theft Auto: Vice City,217,348,814
388410,Darksiders II Deathinitive Edition,216,376,"2,927"
413410,Danganronpa: Trigger Happy Havoc,215,230,"1,554"
315660,Trainz: A New Era,215,238,247
324800,Shadow Warrior 2,214,268,"12,634"
7940,Call of Duty 4: Modern Warfare,214,312,"1,796"
798420,Professional Fishing,214,388,798
24810,Command and Conquer 3: Kane's Wrath,214,321,541
685310,Transport Defender,213,241,"1,125"
247000,Talisman: Digital Edition,212,276,"3,590"
657200,Hand Simulator,212,313,"2,755"
366090,Colony Survival,212,291,"1,488"
667890,Dead Maze,211,291,"3,967"
25890,Hearts of Iron III,210,266,"1,551"
209170,Call of Duty: Ghosts - Multiplayer,209,341,"37,268"
45760,Ultra Street Fighter IV,209,225,"5,547"
6020,STAR WARS? Jedi Knight: Jedi Academy?,209,271,"2,337"
678800,SAS: Zombie Assault 4,209,269,"1,530"
208480,Assassin's Creed? III,208,361,"15,007"
352720,The Universim,208,250,"2,825"
606230,Thea 2: The Shattering,208,253,923
575720,Mighty Party,208,315,437
55150,"Warhammer 40,000: Space Marine",207,300,"15,653"
238320,Outlast,207,299,"11,827"
215930,Jagged Alliance 2 - Wildfire,207,"1,338","4,995"
794600,LET IT DIE,207,344,"1,939"
475550,Beholder,206,416,"2,157"
414530,Skyforge,204,287,"3,499"
424030,War of Rights,204,369,"1,109"
9200,RAGE,203,310,"18,059"
606800,Startup Company,203,281,"1,428"
552110,Puzzle Pirates: Dark Seas,203,297,900
799960,Wizard101,203,224,750
320,Half-Life 2: Deathmatch,202,302,"2,702"
3990,Sid Meier's Civilization IV: Warlords,202,216,402
601430,The Evil Within 2,200,287,"9,918"
808290,Runes of Magic,200,264,625
436180,Spacelords,199,298,"2,093"
323850,Move or Die,198,309,"1,211"
324510,Boundless,198,222,832
63380,Sniper Elite V2,197,324,"70,456"
462780,Darksiders Warmastered Edition,196,283,"2,904"
282800,100% Orange Juice,196,280,"1,105"
599390,Battle for Wesnoth,196,240,"1,019"
478980,Mansions of Madness,196,261,321
285190,"Warhammer 40,000: Dawn of War III",195,269,"25,676"
9880,Champions Online,195,195,"9,794"
722060,Dominions 5,194,248,"1,085"
202970,Call of Duty: Black Ops II,193,306,"18,277"
427290,Vampyr,193,256,"16,120"
201790,Orcs Must Die! 2,193,257,"16,119"
389300,TERA,193,601,"1,484"
228180,Action! - Gameplay Recording and Streaming,193,314,353
268050,The Evil Within,192,279,"4,499"
307960,IL-2 Sturmovik: Battle of Stalingrad,192,339,564
224900,Iron Sky Invasion,191,"1,364","6,279"
383980,Rivals of Aether,191,206,"2,171"
674020,World War 3,190,325,"11,108"
434460,Rock of Ages 2,189,264,"2,273"
414290,Princess.Loot.Pixel.Again,189,238,"2,007"
598330,SimAirport,189,260,"1,071"
323470,DRAGON BALL XENOVERSE,188,211,"22,850"
520440,GUILTY GEAR Xrd -REVELATOR-,188,220,"1,315"
744900,Dead Frontier 2,187,203,"10,101"
242860,Verdun,187,323,"4,541"
606140,Survived By,187,210,"3,454"
201230,EverQuest II,187,199,"1,611"
296490,GemCraft - Chasing Shadows,187,235,"1,601"
397340,SimplePlanes,187,242,885
326160,Shroud of the Avatar: Forsaken Virtues,187,239,624
332310,LEGO? Worlds,186,460,"4,911"
816340,Kingdom Rush Origins,186,339,"2,000"
823130,Totally Accurate Battlegrounds,185,218,"29,438"
633230,NARUTO TO BORUTO: SHINOBI STRIKER,184,244,"5,507"
383150,Dead Island Definitive Edition,184,260,"2,324"
342940,Project: Gorgon,184,228,677
665300,Stream Avatars,184,223,226
204100,Max Payne 3,183,238,"9,594"
363680,Battlefleet Gothic: Armada,183,272,"9,253"
231120,Euro Truck Simulator 2 Demo,182,413,"1,035"
342180,Arizona Sunshine,182,316,659
530070,Train Sim World?,181,329,"1,933"
440650,Niche - a genetics survival game,181,203,"1,046"
362620,Software Inc.,181,219,762
39500,Gothic 3,181,352,664
223470,POSTAL 2,180,278,"4,636"
324080,Rising World,179,258,444
2630,Call of Duty 2,179,260,423
770720,Hunt: Showdown (Test Server),178,295,"3,350"
378720,Thea: The Awakening,178,206,"1,742"
617480,Tower of Time,178,243,623
320300,Car Mechanic Simulator 2015,177,280,"4,340"
300550,Shadowrun: Dragonfall - Director's Cut,177,197,"2,703"
201310,X3: Albion Prelude,177,279,"1,917"
564530,Pharaoh + Cleopatra,177,222,305
17450,Dragon Age: Origins,176,284,"7,089"
774461,The Jackbox Party Pack 5,176,276,"1,943"
611790,House Party,176,225,"1,074"
384180,Prominence Poker,176,224,617
285330,RollerCoaster Tycoon 2: Triple Thrill Pack,175,214,547
269210,Hero Siege,174,263,"3,463"
434650,Lost Castle,173,"1,264","4,701"
301640,Zombie Army Trilogy,173,194,"4,320"
222480,Resident Evil Revelations / Biohazard Revelations,172,233,"2,095"
30,Day of Defeat,171,188,"7,758"
647830,LEGO? MARVEL Super Heroes 2,171,327,"1,047"
840010,Garden Paws,171,214,340
394510,HELLDIVERS?,170,336,"6,744"
893180,Catherine Classic,170,200,"1,265"
241000,Jon Shafer's At the Gates,170,223,663
595690,One Hour One Life,169,176,599
494430,Praey for the Gods,169,272,428
682130,Discord Bot Maker,169,207,207
241600,Rogue Legacy,168,207,"8,079"
21970,R.U.S.E,168,246,"5,018"
286940,S.K.I.L.L. - Special Force 2,168,368,"3,918"
597170,Clone Drone in the Danger Zone,168,205,506
48190,Assassin's Creed Brotherhood,167,320,"3,848"
311560,Assassin's Creed Rogue,167,260,"2,371"
616560,Ultimate Epic Battle Simulator,167,185,"1,823"
636040,Pixel Worlds,167,335,767
410340,Liftoff,167,221,272
259340,Chicken Shoot Gold,166,195,"8,426"
607890,Sword Art Online: Hollow Realization Deluxe Edition,166,311,"3,254"
373930,Sudden Strike 4,166,346,"2,476"
38410,Fallout 2,166,219,657
490220,Prismata,165,203,"122,553"
606280,Darksiders III,165,263,"7,730"
24800,Command and Conquer: Red Alert 3 - Uprising,165,289,"1,681"
217200,Worms Armageddon,165,249,754
34220,Football Manager 2011,164,221,"34,997"
563560,Alien Swarm: Reactive Drop,164,341,"9,335"
459220,Halo Wars: Definitive Edition,164,184,"3,192"
397460,The Jackbox Party Pack 2,164,247,"2,467"
420,Half-Life 2: Episode Two,164,249,"1,308"
625860,God Awe-full Clicker,164,183,"1,015"
428690,Youtubers Life,163,250,"7,553"
248570,Toribash,163,185,"2,724"
429540,Prime World: Defenders 2,163,230,306
585410,GameMaker Studio 2 Desktop,163,187,236
234650,Shadowrun Returns,162,171,"24,329"
239160,Thief,162,279,"18,352"
350080,Wolfenstein: The Old Blood,162,246,"3,064"
759740,RIDE 3,162,297,"1,080"
745,Counter-Strike: Global Offensive - SDK,162,263,475
7510,X-Blades,161,193,"3,950"
421650,Breach,161,208,"1,190"
800270,Terraforming Mars,161,220,716
73170,Darkest Hour: A Hearts of Iron Game,161,213,502
39510,Gothic II: Gold Edition,161,296,384
34460,Sid Meier's Civilization IV: Beyond the Sword,161,174,227
219150,Hotline Miami,160,649,"6,878"
294860,Valkyria Chronicles?,160,173,"5,039"
764920,Fear the Night,160,198,838
610180,The Jackbox Party Pack 4,159,238,"2,542"
259680,Tales of Maj'Eyal,159,174,867
541210,Cold Waters,159,185,865
286570,F1 2015,158,245,"88,029"
327030,Worms W.M.D,158,249,"1,775"
254200,FortressCraft Evolved,158,186,732
905640,CombatArms: Reloaded,158,245,531
445310,Might & Magic Heroes VII ? Trial by Fire,158,245,513
231350,3DMark Demo,158,251,502
695290,The Golf Club? 2019 Featuring PGA TOUR,158,207,461
815780,PIPE,158,231,439
3330,Zuma Deluxe,158,220,234
773951,Freeman: Guerrilla Warfare,157,184,"2,127"
450390,The Lab,157,201,927
606150,Moonlighter,156,177,"6,229"
329430,State of Decay: Year-One,156,206,"3,339"
446150,GUNS UP!,156,231,"2,277"
541570,Sally Face,156,207,664
431600,Automobilista,156,187,403
346940,Shadowrun: Hong Kong - Extended Edition,155,203,"7,260"
337320,Paint the Town Red,155,190,611
773920,scram,154,212,422
224600,Defiance,153,199,"12,690"
265930,Goat Simulator,153,252,"10,108"
48220,Might & Magic: Heroes VI,153,267,"9,047"
673880,"Warhammer 40,000: Mechanicus",153,177,"2,748"
15170,Heroes of Might & Magic V,153,244,"1,720"
546050,Puyo Puyo?Tetris?,153,397,"1,368"
21130,Lego Harry Potter,153,246,726
38400,Fallout,152,199,"8,130"
409720,BioShock 2 Remastered,151,231,"1,315"
635260,CarX Drift Racing Online,151,347,769
205610,Port Royale 3,151,234,614
460790,Bayonetta,150,206,"4,194"
339340,Resident Evil 0 / biohazard 0 HD REMASTER,150,219,"3,128"
15370,Heroes of Might & Magic V: Tribes of the East,150,285,661
410980,Master of Orion 2,150,174,209
805550,Assetto Corsa Competizione,149,285,"4,098"
957720,Strategic Command WWII: World at War,149,166,263
345260,MEDIEVAL: Total War? - Gold Edition,149,175,224
644560,Mirror,148,605,"3,381"
753420,Dungreed,148,751,"3,332"
247080,Crypt of the NecroDancer,148,198,"2,282"
289950,Construction-Simulator 2015,148,333,"1,824"
743450,Monster Prom,148,155,"1,510"
248170,Clickteam Fusion 2.5,148,173,495
512900,Streets of Rogue,147,219,"4,320"
843380,Super Animal Royale,147,267,488
851110,Idle Racing GO: Car Clicker Tycoon,147,177,212
439350,Kritika Online,146,188,"1,474"
984110,SYNTHETIK: Arena,146,238,317
202480,Skyrim Creation Kit,146,176,273
584400,Sonic Mania,145,187,"11,937"
224580,Arma 2: DayZ Mod,145,215,"2,305"
207610,The Walking Dead,144,215,"12,114"
245170,Skullgirls,144,173,"4,016"
214850,GameMaker: Studio,144,186,"1,211"
20510,S.T.A.L.K.E.R.: Clear Sky,144,308,840
676500,Time Warpers,144,162,280
308600,Geneshift,143,"5,254","214,143"
210970,The Witness,143,180,"6,185"
304430,INSIDE,143,209,"4,170"
367450,Poly Bridge,143,241,"3,215"
3920,Sid Meier's Pirates!,143,160,"1,342"
707010,Will To Live Online,143,284,"1,076"
326360,Warspear Online,143,299,704
370240,NBA 2K16,142,316,"9,322"
12220,Grand Theft Auto: Episodes from Liberty City,142,216,"3,013"
